ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Ring_smiles,Macrocycle_Peripheral_smiles,Free_Amide_Ratio,Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Num_Charged_Atoms,Net_Charge,Kier_index,InchiKey
MC-0001,Ib,Trk-IN-8,N1=CC2C(N[C@H]3C[C@H](C3)OC3C(=CC(=CN=3)F)[C@@H](C)NC3C(=CN1C=2N=3)F)=O,C[C@H]1Nc2nc3c(cnn3cc2F)C(=O)N[C@H]2C[C@H](C2)Oc2ncc(F)cc21,11.13,10^-6 cm/s,Papp AB,-4.954,Log Papp AB,11.13,MDCK,"Data of bidirectional permeability study on test compound on MDCK-MDR1 cell line in the same batch, Papp (A-B) ",https://patentimages.storage.googleapis.com/d6/53/bc/317137008ae45e/EP4074715A1.pdf,Patents,EP4074715A1,"(Yang et al., 2023)",2022,14,1,0.0,1.0,C1=COCCCNCC=CN=CNC1,C[C@@H]1ccOCCCNC(=O)ccncN1,0.214285714,0.214285714,6,3,2.2288,386.362,7,2,28,18,0.333333333,93.44,0,0,0,3.676688482,JXLZJPYLDDSEQF-IEBDPFPHSA-N
MC-0002,Positive control 2,Trk-IN-7,N1=CC2C(N[C@H]3C[C@H](C3)OC3C(=CC(=CN=3)F)[C@@H](C)NC3C=CN1C=2N=3)=O,C[C@H]1Nc2ccn3ncc(c3n2)C(=O)N[C@H]2C[C@H](C2)Oc2ncc(F)cc21,3.31,10^-6 cm/s,Papp AB,-5.48,Log Papp AB,3.31,MDCK,"Data of bidirectional permeability study on test compound on MDCK-MDR1 cell line in the same batch, Papp (A-B) ",https://patentimages.storage.googleapis.com/d6/53/bc/317137008ae45e/EP4074715A1.pdf,Patents,EP4074715A1,"(Yang et al., 2023)",2022,14,1,0.0,1.0,C1=COCCCNCC=CN=CNC1,C[C@@H]1ccOCCCNC(=O)ccncN1,0.214285714,0.214285714,6,3,2.0897,368.372,7,2,27,18,0.333333333,93.44,0,0,0,3.491733644,MPTHHGRJSLVPSX-JLLWLGSASA-N
MC-0045,1,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(CC1)C1C(=CC=CC=1)OCCC2=O,CS(=O)(=O)NC1CCCN2C(=O)CCOc3ccccc3C3CCC(CC3)OCC12,0.15,10^-6 cm/s,Papp AB,-6.824,Log Papp AB,0.15,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,14,0,1.0,1.0,C1=COCCCNCCOCCCC1,O=C1CCOccCCCCOCCN1,0.0,0.214285714,5,1,2.4207,436.574,5,1,30,22,0.681818182,93.32,2,0,0,6.648533525,SPLSRXBNJHKIQY-UHFFFAOYSA-N
MC-0046,2,    ,O=S(C)(=O)NC1C2COC3CCC(CC3)C3=CC=CC=C3OCC(=O)N2CCC1,CS(=O)(=O)NC1CCCN2C(=O)COc3ccccc3C3CCC(CC3)OCC12,0.89,10^-6 cm/s,Papp AB,-6.051,Log Papp AB,0.89,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1CCCOCCNCCOCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,2.0306,422.547,5,1,29,21,0.666666667,93.32,2,0,0,6.127258485,IHNJMACFBQEKRJ-UHFFFAOYSA-N
MC-0047,3,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1=CC=CC=C1OCCCCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)CCCCOc3ccccc3C3CCC(CC3)OCC12,0.8,10^-6 cm/s,Papp AB,-6.097,Log Papp AB,0.8,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,16,0,1.0,1.0,C1CCCOCCNCCCCCOCC1,O=C1CCCCOccCCCCOCCN1,0.0,0.1875,5,1,3.2009,464.628,5,1,32,24,0.708333333,93.32,2,0,0,7.736720797,XSJIWOISJPLCSU-UHFFFAOYSA-N
MC-0048,4,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1C(=CC=CC=1)OCCCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)CCCOc3ccccc3C3CCC(CC3)OCC12,0.47,10^-6 cm/s,Papp AB,-6.328,Log Papp AB,0.47,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,15,0,1.0,1.0,C1=COCCCCNCCOCCCC1,O=C1CCCOccCCCCOCCN1,0.0,0.2,5,1,2.8108,450.601,5,1,31,23,0.695652174,93.32,2,0,0,7.185241053,AQOHEDGJVWREFQ-UHFFFAOYSA-N
MC-0049,6,    ,O=S(C)(=O)NC1CCCN2CCOC3=CC=CC=C3C3CCC(CC3)OCC21,CS(=O)(=O)NC1CCCN2CCOc3ccccc3C3CCC(CC3)OCC12,21,10^-6 cm/s,Papp AB,-4.678,Log Papp AB,21,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,0.0,0.0,C1CCCOCCNCCOCC1,C1CCCOCCNCCOCC1,0.0,0.0,5,1,2.504,408.564,5,1,28,21,0.714285714,76.25,2,0,0,6.252164032,PXGBFKGVUVNLCZ-UHFFFAOYSA-N
MC-0050,7,    ,O=S(C)(=O)NC1CCN2C1COC1CCC(CC1)C1C(=CC=CC=1)OCC2=O,CS(=O)(=O)NC1CCN2C(=O)COc3ccccc3C3CCC(CC3)OCC12,14,10^-6 cm/s,Papp AB,-4.854,Log Papp AB,14,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,1.6405,408.52,5,1,28,20,0.65,93.32,2,0,0,5.622106142,SCWPDGYQZIKHQQ-UHFFFAOYSA-N
MC-0051,8,    ,O=S(C)(=O)NC1CCCN2C1COC1COC(CC1)C1C(=CC=CC=1)OCC2=O,CS(=O)(=O)NC1CCCN2C(=O)COc3ccccc3C3CCC(CO3)OCC12,0.48,10^-6 cm/s,Papp AB,-6.319,Log Papp AB,0.48,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCOC1,O=C1COccCOCCOCCN1,0.0,0.230769231,5,1,1.2245,424.519,6,1,29,20,0.65,102.55,2,0,0,6.098315053,JCGVOBXYVFAINW-UHFFFAOYSA-N
MC-0051,9,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(C3C(=CC=CC=3)OCC2=O)OC1,CS(=O)(=O)NC1CCCN2C(=O)COc3ccccc3C3CCC(CO3)OCC12,0.45,10^-6 cm/s,Papp AB,-6.347,Log Papp AB,0.45,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,1.2245,424.519,6,1,29,20,0.65,102.55,2,0,0,6.098315053,JCGVOBXYVFAINW-UHFFFAOYSA-N
MC-0052,10,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(CC1)C1C(=CC=CC=1)CCC2=O,CS(=O)(=O)NC1CCCN2C(=O)CCc3ccccc3C3CCC(CC3)OCC12,0.29,10^-6 cm/s,Papp AB,-6.538,Log Papp AB,0.29,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=CCCCNCCOCCCC1,O=C1CCccCCCCOCCN1,0.0,0.230769231,5,1,2.5844,420.575,4,1,29,22,0.681818182,84.09,2,0,0,6.273213411,RBCVWWITUAMKSB-UHFFFAOYSA-N
MC-0053,11,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(CC1)C1=CC=CC(=C1OCC2=O)F,CS(=O)(=O)NC1CCCN2C(=O)COc3c(F)cccc3C3CCC(CC3)OCC12,2.2,10^-6 cm/s,Papp AB,-5.658,Log Papp AB,2.2,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1CCCOCCNCCOCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,2.1697,440.537,5,1,30,21,0.666666667,93.32,2,0,0,6.314194914,AKMLTVSJWBZHEA-UHFFFAOYSA-N
MC-0054,12,    ,O=S(C)(NC1CCCN2C(COC3C(=CC(=CC=3F)F)C3CCC(CC3)OCC21)=O)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3c(F)cc(F)cc3C3CCC(CC3)OCC12,2.3,10^-6 cm/s,Papp AB,-5.638,Log Papp AB,2.3,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,2.3088,458.527,5,1,31,21,0.666666667,93.32,2,0,0,6.502199697,XYDUVAITILHFIU-UHFFFAOYSA-N
MC-0055,13,    ,O=S(C)(NC1CCCN2CCOC3C(=CC=CC=3F)C3CCC(CC3)OCC21)=O,CS(=O)(=O)NC1CCCN2CCOc3c(F)cccc3C3CCC(CC3)OCC12,26,10^-6 cm/s,Papp AB,-4.585,Log Papp AB,26,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,0.0,0.0,C1=COCCNCCOCCCC1,C1=COCCNCCOCCCC1,0.0,0.0,5,1,2.6431,426.554,5,1,29,21,0.714285714,76.25,2,0,0,6.436153274,XSJPBKSTLKJWEE-UHFFFAOYSA-N
MC-0056,14,    ,O=S(C)(NC1CCCN2C1COC1CCN(C3C(=CC=CN=3)OCC2=O)CC1)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3cccnc3N3CCC(CC3)OCC12,0.12,10^-6 cm/s,Papp AB,-6.921,Log Papp AB,0.12,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCN1,O=C1COccNCCCOCCN1,0.0,0.230769231,5,1,0.3682,424.523,7,1,29,19,0.684210526,109.45,2,0,0,5.933486983,XTSCKVLMDKAORI-UHFFFAOYSA-N
MC-0057,15,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1C(=CC=CN=1)OCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3cccnc3C3CCC(CC3)OCC12,0.08,10^-6 cm/s,Papp AB,-7.097,Log Papp AB,0.08,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,1.4256,423.535,6,1,29,20,0.7,106.21,2,0,0,6.07666154,MNRHTXOHFURBIX-UHFFFAOYSA-N
MC-0058,18,    ,O=S(C)(NC1CCN2C1COC1CCC(CC1)C1=CC=CN=C1OCC2=O)=O,CS(=O)(=O)NC1CCN2C(=O)COc3ncccc3C3CCC(CC3)OCC12,3.9,10^-6 cm/s,Papp AB,-5.409,Log Papp AB,3.9,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1CCCOCCNCCOCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,1.0355,409.508,6,1,28,19,0.684210526,106.21,2,0,0,5.573399283,BQWDTPGGDCXRLV-UHFFFAOYSA-N
MC-0059,36,    ,O=S(C)(=O)NC1CCCN2C(C(OC3C(=CC=CC=3)C3CCC(CC3)OCC21)(C)C)=O,CC1(C)Oc2ccccc2C2CCC(CC2)OCC2C(NS(C)(=O)=O)CCCN2C1=O,2,10^-6 cm/s,Papp AB,-5.699,Log Papp AB,2,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,CC1(C)OccCCCCOCCNC1=O,0.0,0.230769231,5,1,2.8092,450.601,5,1,31,23,0.695652174,93.32,2,0,0,6.338374491,XTOPJAYQRKYHKA-UHFFFAOYSA-N
MC-0060,37,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(CC1)C1C(=CC=CC=1)O[C@H](C2=O)C,C[C@@H]1Oc2ccccc2C2CCC(CC2)OCC2C(NS(C)(=O)=O)CCCN2C1=O,0.91,10^-6 cm/s,Papp AB,-6.041,Log Papp AB,0.91,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,C[C@@H]1OccCCCCOCCNC1=O,0.0,0.230769231,5,1,2.4191,436.574,5,1,30,22,0.681818182,93.32,2,0,0,6.364804964,ZWEWZINDBRLZFT-UNLXYISWSA-N
MC-0061,39,    ,O=S(C)(=O)NC1CCN2CCOC3C(=CC=CC=3)C3CCC(CC3)OCC21,CS(=O)(=O)NC1CCN2CCOc3ccccc3C3CCC(CC3)OCC12,24,10^-6 cm/s,Papp AB,-4.62,Log Papp AB,24,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,0.0,0.0,C1=COCCNCCOCCCC1,C1=COCCNCCOCCCC1,0.0,0.0,5,1,2.1139,394.537,5,1,27,20,0.7,76.25,2,0,0,5.732844601,NWCXSSZFEKJYOY-UHFFFAOYSA-N
MC-0062,40,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1=CC=CC=C1OC(C2=O)(F)F)=O,CS(=O)(=O)NC1CCCN2C(=O)C(F)(F)Oc3ccccc3C3CCC(CC3)OCC12,3.6,10^-6 cm/s,Papp AB,-5.444,Log Papp AB,3.6,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1CCCOCCNCCOCC1,O=C1NCCOCCCCccOC1(F)F,0.0,0.230769231,5,1,2.6234,458.527,5,1,31,21,0.666666667,93.32,2,0,0,6.240674005,IZPYZIUDZSFBKW-UHFFFAOYSA-N
MC-0063,42,    ,O=S(C)(NC1CCN2C1COC1CCC(CC1)C1C(=C(C=CC=1)F)OCC2=O)=O,CS(=O)(=O)NC1CCN2C(=O)COc3c(F)cccc3C3CCC(CC3)OCC12,11,10^-6 cm/s,Papp AB,-4.959,Log Papp AB,11,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,1.7796,426.51,5,1,29,20,0.65,93.32,2,0,0,5.811279539,AUYDCDCPTIBBMY-UHFFFAOYSA-N
MC-0064,43,    ,O=S(C)(=O)NC1CCN2C1COC1CCC(CC1)C1=CC(=CC(=C1OCC2=O)F)F,CS(=O)(=O)NC1CCN2C(=O)COc3c(F)cc(F)cc3C3CCC(CC3)OCC12,12,10^-6 cm/s,Papp AB,-4.921,Log Papp AB,12,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1CCCOCCNCCOCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,1.9187,444.5,5,1,30,20,0.65,93.32,2,0,0,6.00133305,COUMXWGZYKIJNM-UHFFFAOYSA-N
MC-0065,44,    ,O=S(C)(NC1CCCN2CC(OC3=CC=CC=C3C3CCC(CC3)OCC21)(C)C)=O,CC1(C)CN2CCCC(NS(C)(=O)=O)C2COC2CCC(CC2)c2ccccc2O1,6.3,10^-6 cm/s,Papp AB,-5.201,Log Papp AB,6.3,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,0.0,0.0,C1CCCOCCNCCOCC1,CC1(C)CNCCOCCCCccO1,0.0,0.0,5,1,3.2826,436.618,5,1,30,23,0.739130435,76.25,2,0,0,6.447717244,GBYZGJNMXWXDGQ-UHFFFAOYSA-N
MC-0066,45,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1C(=CC=NC=1)OCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3ccncc3C3CCC(CC3)OCC12,0.15,10^-6 cm/s,Papp AB,-6.824,Log Papp AB,0.15,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,1.4256,423.535,6,1,29,20,0.7,106.21,2,0,0,6.07666154,KKNFKEGTPYLUMC-UHFFFAOYSA-N
MC-0067,46,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(CC1)C1=CC=CN=C1OCC2=O,CS(=O)(=O)NC1CCCN2C(=O)COc3ncccc3C3CCC(CC3)OCC12,0.31,10^-6 cm/s,Papp AB,-6.509,Log Papp AB,0.31,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1CCCOCCNCCOCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,1.4256,423.535,6,1,29,20,0.7,106.21,2,0,0,6.07666154,IXSWWCXCFZHCHJ-UHFFFAOYSA-N
MC-0068,47,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1C(=CN=CC=1)OCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3cnccc3C3CCC(CC3)OCC12,0.09,10^-6 cm/s,Papp AB,-7.046,Log Papp AB,0.09,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,1.4256,423.535,6,1,29,20,0.7,106.21,2,0,0,6.07666154,UHPZLEYCHGSHGM-UHFFFAOYSA-N
MC-0069,48,    ,O=S(C)(NC1CCCN2C[C@@H](OC3=CC=CC=C3C3CCC(CC3)OCC21)C)=O,C[C@H]1CN2CCCC(NS(C)(=O)=O)C2COC2CCC(CC2)c2ccccc2O1,7.3,10^-6 cm/s,Papp AB,-5.137,Log Papp AB,7.3,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,0.0,0.0,C1CCCOCCNCCOCC1,C[C@H]1CNCCOCCCCccO1,0.0,0.0,5,1,2.8925,422.591,5,1,29,22,0.727272727,76.25,2,0,0,6.488524295,VAKNGBJCDIBVFR-AENJHZEASA-N
MC-0070,49,    ,O=S(C)(=O)NC1CCCN2C(COC3C(=C(C=CC=3)F)C3CCC(CC3)OCC21)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3cccc(F)c3C3CCC(CC3)OCC12,0.72,10^-6 cm/s,Papp AB,-6.143,Log Papp AB,0.72,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,2.1697,440.537,5,1,30,21,0.666666667,93.32,2,0,0,6.314194914,IJMLYSZNAISQDK-UHFFFAOYSA-N
MC-0071,50,    ,O=S(C)(NC1CCCN2C1COC1C(C(C(C(C1)[2H])(C1=CC(=CC(=C1OCC2=O)F)F)[2H])[2H])[2H])=O,[2H]C1C2CC([2H])C([2H])(c3cc(F)cc(F)c3OCC(=O)N3CCCC(NS(C)(=O)=O)C3CO2)C1[2H],1.2,10^-6 cm/s,Papp AB,-5.921,Log Papp AB,1.2,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1CCCOCCNCCOCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,2.3088,462.5514071,5,1,31,21,0.666666667,93.32,2,0,0,5.145344808,XYDUVAITILHFIU-SGXLYOKYSA-N
MC-0072,51,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1=CC(=CC=C1OCC2=O)Cl)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3ccc(Cl)cc3C3CCC(CC3)OCC12,0.59,10^-6 cm/s,Papp AB,-6.229,Log Papp AB,0.59,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1CCCOCCNCCOCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,2.684,456.992,5,1,30,21,0.666666667,93.32,2,0,0,6.577070246,DUQLYSQRJXCFRV-UHFFFAOYSA-N
MC-0073,52,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1=CC(=CC(=C1OC(C2=O)(F)F)F)F)=O,CS(=O)(=O)NC1CCCN2C(=O)C(F)(F)Oc3c(F)cc(F)cc3C3CCC(CC3)OCC12,1.2,10^-6 cm/s,Papp AB,-5.921,Log Papp AB,1.2,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1CCCOCCNCCOCC1,O=C1NCCOCCCCccOC1(F)F,0.0,0.230769231,5,1,2.9016,494.507,5,1,33,21,0.666666667,93.32,2,0,0,6.624122722,PXLQVWVVFADPHJ-UHFFFAOYSA-N
MC-0074,53,    ,O=S(C)(=O)NC1CCN2C1COC1CCC(CC1)C1C(=CC=CC=1)OC(C2=O)(F)F,CS(=O)(=O)NC1CCN2C(=O)C(F)(F)Oc3ccccc3C3CCC(CC3)OCC12,2.8,10^-6 cm/s,Papp AB,-5.553,Log Papp AB,2.8,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1NCCOCCCCccOC1(F)F,0.0,0.230769231,5,1,2.2333,444.5,5,1,30,20,0.65,93.32,2,0,0,5.754999397,PVOYWRXDSMBGNK-UHFFFAOYSA-N
MC-0075,54,    ,O=S(C)(NC1CCN2C1COC1CCC(CC1)C1C(=C(C=C(C=1)F)F)OC(C2=O)(F)F)=O,CS(=O)(=O)NC1CCN2C(=O)C(F)(F)Oc3c(F)cc(F)cc3C3CCC(CC3)OCC12,2.6,10^-6 cm/s,Papp AB,-5.585,Log Papp AB,2.6,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1NCCOCCCCccOC1(F)F,0.0,0.230769231,5,1,2.5115,480.48,5,1,32,20,0.65,93.32,2,0,0,6.140904085,HJNJPWMLNVTFLP-UHFFFAOYSA-N
MC-0076,55,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1C(=NC=CN=1)OCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3nccnc3C3CCC(CC3)OCC12,0.092,10^-6 cm/s,Papp AB,-7.036,Log Papp AB,0.092,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,0.8206,424.523,7,1,29,19,0.736842105,119.1,2,0,0,6.026316723,GTUNWDDBQXJXNK-UHFFFAOYSA-N
MC-0077,56,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(CC1)C1C(=NN=CC=1)OCC2=O,CS(=O)(=O)NC1CCCN2C(=O)COc3nnccc3C3CCC(CC3)OCC12,0.13,10^-6 cm/s,Papp AB,-6.886,Log Papp AB,0.13,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1.0,1.0,C1=COCCNCCOCCCC1,O=C1COccCCCCOCCN1,0.0,0.230769231,5,1,0.8206,424.523,7,1,29,19,0.736842105,119.1,2,0,0,6.026316723,IKLQXUZCEWCXHE-UHFFFAOYSA-N
